CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00002J,Macquarie University (Macquarie),077583B,Master of Medical Practice,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,Yes,30.00,30,900,English,52,$0.00,$0.00,"$39,776.00",No
00002J,Macquarie University (Macquarie),077685G,Master of Advanced Professional Accounting,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Masters Degree (Coursework),No,No,,,,English,78,"$71,300.00",$559.50,"$71,859.50",No
00002J,Macquarie University (Macquarie),078005F,Bachelor of Commerce with the degree of Bachelor of Arts - Psychology,,Yes,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),078627J,Master of Clinical Sciences,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,$0.00,$0.00,"$104,064.00",No
00002J,Macquarie University (Macquarie),078628G,Doctor of Clinical Practice,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,Yes,20.00,90,"1,800",English,156,$0.00,$0.00,"$157,632.00",No
00002J,Macquarie University (Macquarie),079199E,Master of International Public Diplomacy,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,,,,Masters Degree (Coursework),No,No,,,,English,78,"$70,050.00",$559.50,"$70,609.50",No
00002J,Macquarie University (Macquarie),079304J,Bachelor of Business Administration with the degree of Bachelor of Psychology (Honours),,Yes,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,No,No,,,,English,260,"$182,250.00","$1,515.00","$183,765.00",No
00002J,Macquarie University (Macquarie),079305G,Bachelor of Commerce with the degree of Bachelor of Psychology (Honours),,Yes,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,No,No,,,,English,260,"$182,250.00","$1,515.00","$183,765.00",No
00002J,Macquarie University (Macquarie),079306G,Bachelor of Business Analytics,,No,02 - Information Technology,0203 - Information Systems,020307 - Decision Support Systems,,,,Bachelor Degree,No,No,,,,English,156,"$146,500.00","$1,119.00","$147,619.00",No
00002J,Macquarie University (Macquarie),079307F,Bachelor of Business Leadership and Commerce,,No,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$145,800.00","$1,212.00","$147,012.00",No
00002J,Macquarie University (Macquarie),079539A,Juris Doctor,,No,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",,,,Masters Degree (Extended),No,No,,,,English,156,"$154,000.00","$1,119.00","$155,119.00",No
00002J,Macquarie University (Macquarie),079889A,Bachelor of Arts - Psychology with the degree of Bachelor of Education (Primary),,Yes,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,No,No,,,,English,208,"$120,000.00","$1,212.00","$121,212.00",No
00002J,Macquarie University (Macquarie),079890G,Bachelor of Psychology (Honours) with the degree of Bachelor of Laws,,Yes,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,09 - Society and Culture,0909 - Law,090901 - Business and Commercial Law,Bachelor Honours Degree,No,No,,,,English,312,"$239,400.00","$1,818.00","$241,218.00",No
00002J,Macquarie University (Macquarie),079891G,Bachelor of Ancient History,,No,09 - Society and Culture,0903 - Studies in Human Society,090305 - History,,,,Bachelor Degree,No,No,,,,English,156,"$128,500.00","$1,119.00","$129,619.00",No
00002J,Macquarie University (Macquarie),080284J,Master of Data Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$94,500.00",$746.00,"$95,246.00",No
00002J,Macquarie University (Macquarie),080285G,Bachelor of Human Sciences,,No,06 - Health,0699 - Other Health,069903 - Human Movement,,,,Bachelor Degree,No,No,,,,English,156,"$142,600.00","$1,119.00","$143,719.00",No
00002J,Macquarie University (Macquarie),080286G,Bachelor of Global Business,,No,08 - Management and Commerce,0803 - Business and Management,080311 - International Business,,,,Bachelor Degree,No,No,,,,English,156,"$146,500.00","$1,119.00","$147,619.00",No
00002J,Macquarie University (Macquarie),080287F,Bachelor of Education (Secondary),,No,07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,,,,Bachelor Degree,No,Yes,35.00,12,420,English,104,"$82,400.00",$746.00,"$83,146.00",No
00002J,Macquarie University (Macquarie),080288E,Bachelor of Laws,,No,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",,,,Bachelor Degree,No,No,,,,English,208,"$205,400.00","$1,492.00","$206,892.00",No
00002J,Macquarie University (Macquarie),081340J,Bachelor of Science with the degree of Bachelor of Education (Secondary),,Yes,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,No,Yes,35.00,16,560,English,208,"$167,300.00","$1,492.00","$168,792.00",No
00002J,Macquarie University (Macquarie),081342G,Bachelor of Arts with the degree of  Bachelor of Education (Secondary),,Yes,09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,No,Yes,35.00,16,560,English,208,"$120,000.00","$1,212.00","$121,212.00",No
00002J,Macquarie University (Macquarie),081724D,Doctor of Advanced Medicine,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Doctoral Degree,No,Yes,30.00,60,"1,800",English,156,$0.00,$0.00,"$118,856.00",No
00002J,Macquarie University (Macquarie),083010M,Graduate Certificate of TESOL,,No,07 - Education,0701 - Teacher Education,070115 - English as a Second Language Teaching,,,,Graduate Certificate,No,Yes,4.00,5,20,English,26,"$20,400.00",$186.50,"$20,586.50",No
00002J,Macquarie University (Macquarie),083740K,Bachelor of Archaeology,,No,09 - Society and Culture,0903 - Studies in Human Society,090307 - Archaeology,,,,Bachelor Degree,No,No,,,,English,156,"$128,500.00","$1,119.00","$129,619.00",No
00002J,Macquarie University (Macquarie),083741J,Bachelor of Arts - Psychology with the degree of Bachelor of Human Sciences,,Yes,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$167,300.00","$1,492.00","$168,792.00",No
00002J,Macquarie University (Macquarie),083742G,Bachelor of Hellenic Studies,,No,09 - Society and Culture,0915 - Language and Literature,091515 - Eastern Asian Languages,,,,Bachelor Degree,No,No,,,,English,156,"$104,400.00",$909.00,"$105,309.00",No
00002J,Macquarie University (Macquarie),083743G,Bachelor of Psychology (Honours) with the degree of Bachelor of Human Sciences,,Yes,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Bachelor Honours Degree,No,No,,,,English,260,"$270,400.00","$1,865.00","$272,265.00",No
00002J,Macquarie University (Macquarie),083744F,Bachelor of Security Studies,,No,02 - Information Technology,0299 - Other Information Technology,029901 - Security Science,,,,Bachelor Degree,No,No,,,,English,156,"$142,600.00","$1,119.00","$143,719.00",No
00002J,Macquarie University (Macquarie),083745E,Bachelor of Teaching (Early Childhood Education),,No,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,,,,Bachelor Degree,No,Yes,35.00,16,560,English,208,"$167,300.00","$1,492.00","$168,792.00",No
00002J,Macquarie University (Macquarie),083746D,Doctor of Medical Science,,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,,,,Masters Degree (Coursework),No,No,,,,English,156,$0.00,$0.00,"$99,264.00",No
00002J,Macquarie University (Macquarie),083747C,Graduate Certificate of Early Childhood,,No,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,,,,Graduate Certificate,No,No,,,,English,26,"$19,400.00",$186.50,"$19,586.50",No
00002J,Macquarie University (Macquarie),083748B,Graduate Certificate of Environment,,No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$23,500.00",$186.50,"$23,686.50",No
00002J,Macquarie University (Macquarie),083750G,Graduate Certificate of Development Studies and Global Health,,No,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$18,000.00",$151.50,"$18,151.50",No
00002J,Macquarie University (Macquarie),083754D,Graduate Certificate of Laws,,No,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",,,,Graduate Certificate,No,No,,,,English,26,"$23,100.00",$186.50,"$23,286.50",No
00002J,Macquarie University (Macquarie),083755C,Graduate Certificate of Management,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Graduate Certificate,No,No,,,,English,26,"$24,900.00",$186.50,"$25,086.50",No
00002J,Macquarie University (Macquarie),083757A,Graduate Certificate of Politics and Public Policy,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,,,,Graduate Certificate,No,No,,,,English,26,"$15,500.00",$151.50,"$15,651.50",No
00002J,Macquarie University (Macquarie),083758M,Graduate Certificate of Social Entrepreneurship,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Graduate Certificate,No,No,,,,English,26,"$18,000.00",$150.00,"$18,150.00",No
00002J,Macquarie University (Macquarie),083759K,Graduate Diploma of Applied Statistics,,No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010103 - Statistics,,,,Graduate Diploma,No,No,,,,English,52,"$49,300.00",$373.00,"$49,673.00",No
00002J,Macquarie University (Macquarie),083760F,Graduate Diploma of Environment,,No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050900 - Environmental Studies, n.f.d.",,,,Graduate Diploma,No,No,,,,English,52,"$46,900.00",$373.00,"$47,273.00",No
00002J,Macquarie University (Macquarie),083762D,Graduate Diploma of Laboratory Quality Analysis and Management,,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019909 - Laboratory Technology,,,,Graduate Diploma,No,No,,,,English,52,"$38,600.00",$303.00,"$38,903.00",No
00002J,Macquarie University (Macquarie),083763C,Graduate Diploma of Laws,,No,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",,,,Graduate Diploma,No,No,,,,English,52,"$36,000.00",$303.00,"$36,303.00",No
00002J,Macquarie University (Macquarie),083764B,Graduate Diploma of Management,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Graduate Diploma,No,No,,,,English,52,"$49,900.00",$373.00,"$50,273.00",No
00002J,Macquarie University (Macquarie),083766M,Graduate Diploma of Politics and Public Policy,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,,,,Graduate Diploma,No,No,,,,English,52,"$31,000.00",$303.00,"$31,303.00",No
00002J,Macquarie University (Macquarie),083767K,Graduate Diploma of Social Impact Assessment,,No,09 - Society and Culture,0903 - Studies in Human Society,090309 - Human Geography,,,,Graduate Diploma,No,No,,,,English,52,"$36,000.00",$303.00,"$36,303.00",No
00002J,Macquarie University (Macquarie),083768J,Graduate Diploma of Specialised Medicine,,No,06 - Health,0601 - Medical Studies,"060100 - Medical Studies, n.f.d.",,,,Graduate Diploma,No,Yes,15.00,17,255,English,26,$0.00,$0.00,"$17,690.00",No
00002J,Macquarie University (Macquarie),083769G,Graduate Diploma of Specialised Surgery,,No,06 - Health,0601 - Medical Studies,060103 - Surgery,,,,Graduate Diploma,No,Yes,15.00,17,255,English,26,$0.00,$0.00,"$17,690.00",No
00002J,Macquarie University (Macquarie),083771C,Graduate Diploma of Translating and Interpreting,,No,09 - Society and Culture,0915 - Language and Literature,091519 - Translating and Interpreting,,,,Graduate Diploma,No,No,,,,English,52,"$40,800.00",$373.00,"$41,173.00",No
00002J,Macquarie University (Macquarie),083773A,Master of Accounting (Professional),,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Masters Degree (Coursework),No,No,,,,English,104,"$95,700.00",$746.00,"$96,446.00",No
00002J,Macquarie University (Macquarie),083775K,Master of Actuarial Practice,,No,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081103 - Insurance and Actuarial Studies,,,,Masters Degree (Coursework),No,No,,,,English,104,"$95,700.00",$746.00,"$96,446.00",No
00002J,Macquarie University (Macquarie),083777G,Master of Applied Finance,,No,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,,,,Masters Degree (Coursework),No,No,,,,English,78,"$66,400.00",$559.50,"$66,959.50",No
00002J,Macquarie University (Macquarie),083778G,Master of Applied Linguistics and TESOL,,No,09 - Society and Culture,0915 - Language and Literature,091521 - Linguistics,,,,Masters Degree (Coursework),No,Yes,11.50,13,150,English,104,"$83,200.00",$746.00,"$83,946.00",No
00002J,Macquarie University (Macquarie),083779F,Master of Applied Statistics,,No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010103 - Statistics,,,,Masters Degree (Coursework),No,No,,,,English,104,"$98,700.00",$746.00,"$99,446.00",No
00002J,Macquarie University (Macquarie),083780B,Master of Biotechnology and Business,,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019900 - Natural and Physical Sciences, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$100,600.00",$746.00,"$101,346.00",No
00002J,Macquarie University (Macquarie),083781A,Master of Business Administration,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$94,900.00",$746.00,"$95,646.00",No
00002J,Macquarie University (Macquarie),083782M,Master of Commerce,,No,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$95,700.00",$746.00,"$96,446.00",No
00002J,Macquarie University (Macquarie),083783K,Master of Early Childhood,,No,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,,,,Masters Degree (Coursework),No,No,,,,English,78,"$59,150.00",$559.50,"$59,709.50",No
00002J,Macquarie University (Macquarie),083785G,Master of Education,,No,07 - Education,0703 - Curriculum and Education Studies,"070300 - Curriculum and Education Studies, n.f.d",,,,Masters Degree (Coursework),No,No,,,,English,78,"$59,150.00",$559.50,"$59,709.50",No
00002J,Macquarie University (Macquarie),083788E,Master of Geoscience,,No,01 - Natural and Physical Sciences,0107 - Earth Sciences,"010700 - Earth Sciences, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,78,$0.00,$0.00,"$48,876.48",No
00002J,Macquarie University (Macquarie),083790M,Master of Information Technology,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$94,500.00",$746.00,"$95,246.00",No
